Campaign,Business,Total_Days,Train_Days,Test_Days,Avg_CPL,Test_MAE,Test_MAPE,SMA3_MAE,SMA3_MAPE,SMA7_MAE,SMA7_MAPE,Epochs_Trained,Final_Loss,Converged_Early
traffic_source_campaign_name_004,target_business_002,202,141,31,0.20179331432470798,0.20479037009593762,73.04143711222343,0.2091655413133796,71.6806576336002,0.19686774856515257,60.877812498747645,50,0.04298003017902374,True
traffic_source_campaign_name_012,target_business_002,172,120,27,0.23995239706640992,0.3727284401855002,111.55712822782289,0.045264603126118116,12.470907337626002,0.07956513579379723,20.31787560348389,50,0.02960943803191185,True
traffic_source_campaign_name_016,target_business_002,152,106,24,0.22923808142110044,0.22894913303077538,57.760446365947736,0.17979703476067257,48.37617978497404,0.17187937538168227,45.646314784527696,50,0.03447661176323891,True
traffic_source_campaign_name_040,target_business_001,130,91,20,0.3712643452761695,0.501794420291989,182.5346233299033,0.09663744143905242,43.416695708131314,0.0959633522512028,38.91818054014449,50,0.041408438235521317,True
traffic_source_campaign_name_1032,target_business_005,109,76,17,0.5450646853541988,0.1793379703357882,20.361845759943634,0.0787506305804116,9.058454894355467,0.0771209305155641,8.782266843637595,50,0.06696022301912308,True
traffic_source_campaign_name_106,target_business_004,172,120,27,0.20322461007110695,0.2176068492913275,102.84340000117287,0.18774644051765638,95.55226768353428,0.15410219377105377,80.3661610165745,50,0.030422087758779526,True
traffic_source_campaign_name_1064,target_business_004,103,72,16,0.04367038264778654,0.09849153438989003,145.90205103174458,0.0196107562077725,23.877779575379538,0.018220622235388874,20.95995634006327,50,0.014779534190893173,True
traffic_source_campaign_name_107,target_business_004,107,74,17,0.26609580881660067,0.234341441386751,57.83596630954586,0.13874173037627516,34.06890283391454,0.12769385542192074,31.568444665609903,50,0.05357913300395012,True
traffic_source_campaign_name_1070,target_business_004,137,95,22,0.379248510449992,0.18989615108327654,44.96518248441749,0.08529801599845774,15.341193134655024,0.08535228647076547,15.67570738464879,50,0.04819977656006813,True
traffic_source_campaign_name_1095,target_business_002,137,95,22,0.21162541993110529,2.079884977996732,845.7842346140002,0.2118295370515933,63.056824602408504,0.1892378812605585,59.39411858968408,50,0.03652336820960045,True
traffic_source_campaign_name_1097,target_business_002,109,76,17,0.24777959439623673,0.5317211851863072,150.09131976671378,0.33941212490153533,122.2206725862099,0.3065509008758662,119.09137295725249,50,0.0531294159591198,True
traffic_source_campaign_name_1098,target_business_002,125,87,20,0.2265617598594065,0.38751916804234654,150.93245467629697,0.17379873757965633,79.27336859886805,0.1810927568857066,80.8415521383458,50,0.07769933342933655,True
traffic_source_campaign_name_1099,target_business_002,176,123,27,0.23034343825310105,0.20924646946887143,121.74474604140416,0.13601486784061315,60.593826335820324,0.13753016684534505,59.123417279308875,50,0.04884061962366104,True
traffic_source_campaign_name_113,target_business_002,321,224,49,0.10275630018322492,0.09712648372147929,64.09388309876108,0.06412704126552538,38.335576862403954,0.05351573929250268,29.581716023521526,50,0.014814862050116062,True
traffic_source_campaign_name_114,target_business_002,151,105,24,0.5191315394670876,0.18130003602031908,30.21917852411683,0.14981229622130335,26.140212753360025,0.16455076492505047,28.623900118463997,50,0.053043678402900696,True
traffic_source_campaign_name_1141,target_business_002,100,70,15,0.27706528282264636,0.10747582493619594,19.021439388875272,0.16221665083037262,25.98803244908915,0.1655172645386797,25.103020385908064,50,0.09312403947114944,True
traffic_source_campaign_name_115,target_business_002,190,133,29,0.20302355422212418,0.13082925107478918,99.04290291357691,0.07164035064953243,46.57133253435292,0.08601377485429743,66.60114993243555,50,0.021038539707660675,True
traffic_source_campaign_name_116,target_business_002,102,71,16,0.24449504494899105,0.16593094007873835,35.66698675878909,0.045544268900080044,8.680632366911551,0.0658588097673818,13.405461185781178,50,0.032211411744356155,True
traffic_source_campaign_name_1161,target_business_006,157,109,25,0.17846135210889283,0.1331881229281787,53.61474358301383,0.03678761645554591,18.193394627328786,0.039680841304432446,20.60270473559658,50,0.02970023825764656,True
traffic_source_campaign_name_1174,target_business_002,116,81,18,0.171855809522244,2.101391741791229,2132.2251457143198,0.05987250047850694,54.93663636279664,0.057167434470348326,52.22529029077766,50,0.01606215536594391,True
traffic_source_campaign_name_1180,target_business_002,157,109,25,0.36624554599897313,0.6700528802273805,160.02713261216826,0.12073427617093978,26.38427655040823,0.10668921594699499,22.07638933021877,50,0.03271595016121864,True
traffic_source_campaign_name_1183,target_business_002,201,140,31,0.23485955780564324,0.24207546456163123,77.74100448088981,0.22814645593073113,84.8317017070961,0.2058110527456991,67.7358447203796,50,0.019668690860271454,True
traffic_source_campaign_name_1187,target_business_002,254,177,39,0.15916955544744152,0.36697146063515895,676.9262487163136,0.05455504456116895,83.71572175824996,0.05078522166450774,81.76967872125181,50,0.009996861219406128,True
traffic_source_campaign_name_1209,target_business_002,116,81,18,0.26688953715231045,0.24398837111683025,104.72973145971285,0.17772458547080114,79.57938371771237,0.1613188432981796,74.36130382804023,50,0.041967250406742096,True
traffic_source_campaign_name_1212,target_business_002,132,92,21,0.2875303492885374,0.37369215710878567,102.85945212428787,0.20462878408723412,57.88665430885918,0.17529835377374386,50.8394240299217,50,0.02538360469043255,True
traffic_source_campaign_name_1246,target_business_002,486,340,74,0.25972083683516,0.29654087750360036,183.58787432833495,0.14395318839644775,67.93690211637016,0.1292839713903667,62.68381588782742,50,0.02910381369292736,True
traffic_source_campaign_name_1254,target_business_002,173,121,27,0.2235961076068176,0.1630480834048063,97.7097814997961,0.15133382143763138,66.9687249624561,0.13332108623510286,56.34877834929915,50,0.04716603085398674,True
traffic_source_campaign_name_1256,target_business_002,554,387,84,0.08923872851930903,0.06651407953225268,132.710782504228,0.018842290646661628,31.183742421846013,0.020111236788387995,37.75875652253653,50,0.004576141946017742,True
traffic_source_campaign_name_1257,target_business_002,551,385,84,0.21142030070599233,0.08355888003862764,46.55058779183063,0.0849273343558434,52.54776728843351,0.08234920713598766,48.162458742297545,50,0.009467090480029583,True
