Campaign,Business,Total_Days,Train_Days,Test_Days,Avg_CPL,Test_MAE,Test_MAPE,SMA3_MAE,SMA3_MAPE,SMA7_MAE,SMA7_MAPE,Epochs_Trained,Final_Loss,Converged_Early
traffic_source_campaign_name_004,target_business_002,202,141,31,0.20179331432470798,0.12696856405586912,33.53801681575649,0.21179843517709634,73.67739049894557,0.19771241477896812,62.274299918753876,200,0.02324231155216694,False
traffic_source_campaign_name_015,target_business_002,30,21,5,0.3790162538297761,0.300485537486352,96.63168082587579,,,,,200,0.03767568618059158,False
traffic_source_campaign_name_016,target_business_002,152,106,24,0.22923808142110044,0.1828075301401111,53.33293653974969,0.18210913966253797,49.849204245573695,0.17112071339252596,46.63133809238487,200,0.023867014795541763,False
traffic_source_campaign_name_023,target_business_002,39,27,7,0.5880672781933286,0.2839471496740023,42.36027868698377,0.2792116846738696,55.68582000858461,0.28093800020008003,57.588596539848695,200,0.02033943682909012,False
traffic_source_campaign_name_025,target_business_002,76,53,12,0.2465011851667905,0.1408344736959973,44.37827013783549,0.1434182749762063,36.9468035074558,0.1313066217985874,32.44063005165175,200,0.00974084623157978,False
traffic_source_campaign_name_037,target_business_002,30,21,5,0.2641734276037032,0.3814200046964135,208.70830249005533,0.09018968583283934,39.97635312664214,0.09018968583283934,39.97635312664214,200,0.062122613191604614,False
traffic_source_campaign_name_040,target_business_001,130,91,20,0.3712643452761695,0.06694328010208693,33.630299393385116,0.08424815083153389,34.24717352120422,0.08781388954000455,32.154717116309016,200,0.01713133044540882,False
traffic_source_campaign_name_052,target_business_001,40,28,6,0.46233162560808383,0.7244725647634014,111.53836896034059,0.4513262510857219,105.64591804817016,0.4513262510857219,105.64591804817016,200,0.03324234113097191,False
traffic_source_campaign_name_058,target_business_001,31,21,6,0.19041611785142581,1.674170130949289,1317.667575367239,0.10366472229267058,129.86497220015903,0.10366472229267058,129.86497220015903,200,0.09357523918151855,False
traffic_source_campaign_name_059,target_business_001,42,29,7,0.3777215768875275,0.5489777810888566,496.1775051196846,0.4574027926960259,198.94952271583583,0.4574027926960259,198.94952271583583,200,0.03472854197025299,False
traffic_source_campaign_name_060,target_business_001,33,23,6,0.3037949889351343,0.4055204759430406,57.43565687871693,0.46806374701970144,156.58677672369072,0.46806374701970144,156.58677672369072,200,0.028311416506767273,False
traffic_source_campaign_name_061,target_business_001,30,21,5,0.4261929308901828,0.28973859498672466,79.67096781581688,,,,,200,0.02263028919696808,False
traffic_source_campaign_name_066,target_business_001,39,27,7,0.4154496838081296,0.32290079801321464,36.18995913308505,0.3778623116574147,38.71488224580102,0.3778623116574147,38.71488224580102,200,0.026728278025984764,False
traffic_source_campaign_name_075,target_business_003,56,39,9,0.25023798861550295,0.05883311616585152,27.775269980537832,0.07488175851460246,32.50366268452146,0.07154049495861366,31.50893797358179,200,0.005517692305147648,False
traffic_source_campaign_name_096,target_business_003,65,45,11,0.15144852784296167,0.11401783163974939,172.1700234599427,0.070776893629332,106.76670290157213,0.06894103996402205,105.63171196610905,200,0.005397869274020195,False
traffic_source_campaign_name_1004,target_business_005,30,21,5,0.6539341497541632,1.1403492808766909,156.52441954675544,,,,,200,0.03121211752295494,False
traffic_source_campaign_name_101,target_business_004,79,55,13,0.3926122060353049,0.2846239943036062,63.45216396849184,0.3883267115736259,77.85679790201283,0.36429860326807934,69.28673803852396,200,0.01432653795927763,False
traffic_source_campaign_name_1010,target_business_005,65,45,11,0.2927688664700683,0.28014045332078047,130.41066563291898,0.12386396249323274,103.97591619314656,0.12386396249323274,103.97591619314656,200,0.008114848285913467,False
traffic_source_campaign_name_1011,target_business_005,42,29,7,0.1527868601953332,0.19806966364413806,134.0012309435183,0.051455798683839156,25.237533225737387,0.051455798683839156,25.237533225737387,200,0.005479110404849052,False
traffic_source_campaign_name_1032,target_business_005,109,76,17,0.5450646853541988,0.043322279074426207,4.9813867024067084,0.06497151825870856,6.98895821334487,0.06483238495247375,6.90788568918983,200,0.010488075204193592,False
traffic_source_campaign_name_1033,target_business_005,83,58,13,0.44218518556893527,0.1474170881308704,26.21225783154044,0.2114776757256486,41.12169135907362,0.22544416945078732,45.608266918839995,200,0.014224901795387268,False
traffic_source_campaign_name_106,target_business_004,172,120,27,0.20322461007110695,0.11309628644252015,71.07928778102433,0.17906486624172277,98.22293365802302,0.14110176255887333,81.91382451511006,200,0.0091147031635046,False
traffic_source_campaign_name_1061,target_business_002,33,23,6,0.2091547652746998,0.5113881500362173,380.17331492366463,0.011393774797903822,8.783120706575161,0.011393774797903822,8.783120706575161,200,0.008729101158678532,False
traffic_source_campaign_name_1064,target_business_004,103,72,16,0.04367038264778654,0.031179684254139493,52.574442106308595,0.02220497124656661,27.00370840906592,0.02014946206050877,23.02696460272567,200,0.008182046003639698,False
traffic_source_campaign_name_1067,target_business_004,31,21,6,0.698166054912829,0.16270694136619568,25.24345318476359,0.1875,25.0,0.1875,25.0,200,0.02792583778500557,False
traffic_source_campaign_name_107,target_business_004,107,74,17,0.26609580881660067,0.36415036588499483,98.33683796511534,0.1454605174026292,35.56412744911511,0.1364603409508076,33.64294606495091,200,0.014556174166500568,False
traffic_source_campaign_name_1070,target_business_004,137,95,22,0.379248510449992,0.08210764784759204,23.391236227369788,0.044306028157099824,11.765947545504558,0.045623969345340305,12.252143267304142,200,0.01243954710662365,False
traffic_source_campaign_name_1071,target_business_004,39,27,7,0.17777315551956965,0.5249842402813432,218.2455410885256,0.08979910326999095,48.07724688411375,0.08979910326999095,48.07724688411375,200,0.008871585130691528,False
traffic_source_campaign_name_1087,target_business_004,69,48,11,0.3355181628240531,0.12805453282725193,24.667288066987815,0.07755826119246198,15.378483561014814,0.0786254852814691,15.313793826149706,200,0.01654745452105999,False
traffic_source_campaign_name_1089,target_business_004,58,40,10,0.3695451436804233,0.14699246847162303,22.06538303006723,0.040750600448295815,6.618876295432549,0.04544142058488325,7.135371080716252,200,0.031357936561107635,False
traffic_source_campaign_name_1091,target_business_002,66,46,11,0.2912379445059799,0.3211959177727449,52.40676342988977,0.17657123124254415,22.57136411790893,0.17657123124254415,22.57136411790893,200,0.03206682577729225,False
traffic_source_campaign_name_1092,target_business_002,81,56,13,0.2910466154170142,0.21292894075946997,33.90308284592026,0.23467478894858018,48.40917125243498,0.2475697109235098,50.89744719961503,200,0.017193889245390892,False
traffic_source_campaign_name_1093,target_business_002,71,49,12,0.3523790375701203,0.08218848640205223,23.651074768709233,0.16154860709000832,57.5845524349479,0.16154860709000832,57.5845524349479,200,0.02802988328039646,False
traffic_source_campaign_name_1094,target_business_002,37,25,7,0.3941319330402507,0.3121396705724191,49.8797607868908,0.23558601134215498,50.44559888528654,0.23558601134215498,50.44559888528654,200,0.0502823069691658,False
traffic_source_campaign_name_1095,target_business_002,137,95,22,0.21162541993110529,0.13218550606052962,47.958369485645235,0.1771620800900788,62.627715766132106,0.1622892376449207,59.66296415746191,200,0.013674062676727772,False
traffic_source_campaign_name_1096,target_business_002,36,25,6,0.17824010723073117,0.6145467382967154,350.8048094285861,0.1469707036613781,54.85542347942538,0.1469707036613781,54.85542347942538,200,0.06277377158403397,False
traffic_source_campaign_name_1097,target_business_002,109,76,17,0.24777959439623673,0.2666348527327332,97.28287159054484,0.3676578594294679,132.94047512414645,0.3346324181265714,130.32169318009926,200,0.015916602686047554,False
traffic_source_campaign_name_1098,target_business_002,125,87,20,0.2265617598594065,0.31169011900471855,116.1017737087889,0.18373685817737648,84.50814339243941,0.19309438434231616,86.64621083295377,200,0.012266481295228004,False
traffic_source_campaign_name_1099,target_business_002,176,123,27,0.23034343825310105,0.11070060463853348,54.91776261890957,0.12206839912295103,60.45563699256339,0.12218729989851135,58.662234850880125,200,0.01331136655062437,False
traffic_source_campaign_name_1100,target_business_001,30,21,5,0.49074826831935836,0.44202636862629774,154.1436229405111,0.06352533722201964,22.534866544648658,0.06352533722201964,22.534866544648658,200,0.030728096142411232,False
traffic_source_campaign_name_1101,target_business_001,36,25,6,0.21836701252854923,0.8825525863066839,574.1221657876315,0.1278809864057749,55.992299053425356,0.1278809864057749,55.992299053425356,200,0.07096540927886963,False
traffic_source_campaign_name_1103,target_business_001,62,43,10,0.33820464909039455,0.12385707284379306,32.327413645413394,0.057902802484794645,15.925831346849442,0.057902802484794645,15.925831346849442,200,0.007849214598536491,False
traffic_source_campaign_name_1111,target_business_004,81,56,13,0.27167064280340364,0.09529401308189811,25.016619031448684,0.08684475785559277,24.51800786788862,0.08219765195769302,22.87144041548069,200,0.014294496737420559,False
traffic_source_campaign_name_1125,target_business_002,35,24,6,0.5014627373410724,0.4323644450819966,107.75633301207603,0.3152844555415696,88.965878653779,0.3152844555415696,88.965878653779,200,0.062125302851200104,False
traffic_source_campaign_name_113,target_business_002,321,224,49,0.10275630018322492,0.04827304697502645,30.493701618339774,0.05898740012449381,33.95598959108702,0.051900700769860066,28.008009385177914,200,0.003913114313036203,False
traffic_source_campaign_name_114,target_business_002,151,105,24,0.5191315394670876,0.06627289825561816,12.451687472514664,0.13319216114930285,25.134610018585253,0.15095159533180028,27.979796313607153,200,0.012422549538314342,False
traffic_source_campaign_name_1141,target_business_002,100,70,15,0.27706528282264636,0.06140382259775261,12.93973592568835,0.11106075150483041,22.500170410876915,0.0999777638094524,19.974285968325347,200,0.010151609778404236,False
traffic_source_campaign_name_1142,target_business_002,42,29,7,0.41641203001910493,0.2652216742584333,36.306476548437075,0.29317850318507954,34.18693015462257,0.3262961828866455,37.498698124779175,200,0.038755856454372406,False
traffic_source_campaign_name_1150,target_business_005,30,21,5,0.36188777184703785,0.10417069889483577,65.97031627867297,,,,,200,0.00651928735896945,False
traffic_source_campaign_name_1151,target_business_005,30,21,5,0.5586977846874294,0.07175430289466966,9.655406970183062,,,,,200,0.019986078143119812,False
traffic_source_campaign_name_116,target_business_002,102,71,16,0.24449504494899105,0.10564601481559145,26.270993503971386,0.03269618423817414,7.507342967664302,0.052803074582788476,12.28420064594463,200,0.008333723992109299,False
traffic_source_campaign_name_1164,target_business_006,33,23,6,0.4795585090480561,0.4416737001368689,121.76690117924109,0.016620018329081387,4.537094636626747,0.016620018329081387,4.537094636626747,200,0.07040831446647644,False
traffic_source_campaign_name_1165,target_business_006,32,22,6,0.2832934958452313,0.120506137512595,119.79972507679551,0.060004167016697106,30.753651229803445,0.060004167016697106,30.753651229803445,200,0.003369066398590803,False
traffic_source_campaign_name_1174,target_business_002,116,81,18,0.171855809522244,0.02528789861714591,24.748453991335257,0.0561797362253208,56.389255222956905,0.051614875773930126,52.74330617131242,200,0.009680764749646187,False
