Campaign,Business,Total_Days,Train_Days,Test_Days,Avg_CPL,Test_MAE,Test_MAPE,SMA3_MAE,SMA3_MAPE,SMA7_MAE,SMA7_MAPE,Epochs_Trained,Final_Loss,Converged_Early
traffic_source_campaign_name_004,target_business_002,202,141,31,0.20179331432470798,0.42590307690710244,182.79857145980992,0.2091655413133796,71.6806576336002,0.19686774856515257,60.877812498747645,200,0.03236756473779678,False
traffic_source_campaign_name_012,target_business_002,172,120,27,0.23995239706640992,0.3002974636228962,79.94410412306144,0.045264603126118116,12.470907337626002,0.07956513579379723,20.31787560348389,200,0.021377744153141975,False
traffic_source_campaign_name_016,target_business_002,152,106,24,0.22923808142110044,0.1602378406563987,47.45066109864926,0.17979703476067257,48.37617978497404,0.17187937538168227,45.646314784527696,200,0.02228485234081745,False
traffic_source_campaign_name_040,target_business_001,130,91,20,0.3712643452761695,0.2652807444728194,131.7926481399812,0.09663744143905242,43.416695708131314,0.0959633522512028,38.91818054014449,200,0.0339820571243763,False
traffic_source_campaign_name_1032,target_business_005,109,76,17,0.5450646853541988,0.9641962835261577,110.42468492596569,0.0787506305804116,9.058454894355467,0.0771209305155641,8.782266843637595,200,0.02203056402504444,False
traffic_source_campaign_name_106,target_business_004,172,120,27,0.20322461007110695,0.5094289533410128,157.16364777177444,0.18774644051765638,95.55226768353428,0.15410219377105377,80.3661610165745,200,0.01934308186173439,False
traffic_source_campaign_name_1064,target_business_004,103,72,16,0.04367038264778654,1.6256969680259785,2388.184925558601,0.0196107562077725,23.877779575379538,0.018220622235388874,20.95995634006327,200,0.012500269338488579,False
traffic_source_campaign_name_107,target_business_004,107,74,17,0.26609580881660067,0.43062007735615754,111.54907251504767,0.13874173037627516,34.06890283391454,0.12769385542192074,31.568444665609903,200,0.01972835138440132,False
traffic_source_campaign_name_1070,target_business_004,137,95,22,0.379248510449992,0.3609741649586478,89.52298200750272,0.08529801599845774,15.341193134655024,0.08535228647076547,15.67570738464879,200,0.035411618649959564,False
traffic_source_campaign_name_1095,target_business_002,137,95,22,0.21162541993110529,0.28542101446749235,74.05746858986119,0.2118295370515933,63.056824602408504,0.1892378812605585,59.39411858968408,200,0.01590881682932377,False
traffic_source_campaign_name_1097,target_business_002,109,76,17,0.24777959439623673,0.3698923918096851,80.75314839152149,0.33941212490153533,122.2206725862099,0.3065509008758662,119.09137295725249,200,0.021989071741700172,False
traffic_source_campaign_name_1098,target_business_002,125,87,20,0.2265617598594065,1.5315595884554452,626.2188730146197,0.17379873757965633,79.27336859886805,0.1810927568857066,80.8415521383458,200,0.036751650273799896,False
traffic_source_campaign_name_1099,target_business_002,176,123,27,0.23034343825310105,0.9245093546953294,539.5886019567074,0.13601486784061315,60.593826335820324,0.13753016684534505,59.123417279308875,200,0.014565108343958855,False
