Campaign,Business,Total_Days,Train_Days,Test_Days,Avg_CPL,Test_MAE,Test_MAPE,SMA3_MAE,SMA3_MAPE,SMA7_MAE,SMA7_MAPE,Epochs_Trained,Final_Loss,Converged_Early
traffic_source_campaign_name_1002,target_business_005,51,35,9,0.29793228094718943,0.7023592621700314,195.06162184536012,0.19365926073638323,60.476038089966345,0.19365926073638323,60.476038089966345,50,0.060437265783548355,True
traffic_source_campaign_name_101,target_business_004,79,55,13,0.3926122060353049,0.39897663955480583,80.68028731951232,0.33843914703667854,66.4243088466819,0.3087995903696533,58.01612440922332,50,0.05970073863863945,True
traffic_source_campaign_name_1032,target_business_005,109,76,17,0.5450646853541988,0.1270985933936882,14.194725505559555,0.0787506305804116,9.058454894355467,0.0771209305155641,8.782266843637595,50,0.049975015223026276,True
traffic_source_campaign_name_1033,target_business_005,83,58,13,0.44218518556893527,0.26943693696544874,448.3172108263636,0.26293850774856736,340.32105716237254,0.301001877068622,437.33174822064143,50,0.08563997596502304,True
traffic_source_campaign_name_1034,target_business_005,50,35,8,0.47664878415435114,0.10263483513865562,26.59175274046987,,,,,50,0.06422888487577438,True
traffic_source_campaign_name_1091,target_business_002,66,46,11,0.2912379445059799,0.3012929827196603,46.53696645799379,0.18783355308595473,27.530283165322437,0.16932626200791115,23.98891685307398,50,0.1131076067686081,True
traffic_source_campaign_name_1093,target_business_002,71,49,12,0.3523790375701203,0.23109820553957777,52.57205140232456,0.14510631795663642,48.092875023318385,0.14912661648330433,48.91632498049042,50,0.09121784567832947,True
traffic_source_campaign_name_1095,target_business_002,137,95,22,0.21162541993110529,0.2575932813290088,92.69236697330169,0.2118295370515933,63.056824602408504,0.1892378812605585,59.39411858968408,50,0.03440742939710617,True
traffic_source_campaign_name_1098,target_business_002,125,87,20,0.2265617598594065,0.22506932178138278,118.89454018089354,0.17379873757965633,79.27336859886805,0.1810927568857066,80.8415521383458,50,0.05909116938710213,True
traffic_source_campaign_name_1099,target_business_002,176,123,27,0.23034343825310105,0.1375064251405675,68.51576947943886,0.13601486784061315,60.593826335820324,0.13753016684534505,59.123417279308875,50,0.035075969994068146,True
traffic_source_campaign_name_1184,target_business_002,59,41,10,0.4432085491808979,0.41825053591344713,78.92123172701292,0.22836262577735075,37.575084485373964,0.22836262577735075,37.575084485373964,50,0.06356440484523773,True
traffic_source_campaign_name_1251,target_business_002,68,47,11,0.4512423440840636,0.25012098052228865,47.133793581172036,0.33432626337282656,60.43505625287128,0.33432626337282656,60.43505625287128,50,0.08311214298009872,True
traffic_source_campaign_name_1258,target_business_002,97,67,16,0.3754474597708982,0.126490423005571,59.53442070946004,0.12236592115644243,46.45239030071378,0.11034834128383181,43.21423982339435,50,0.047128722071647644,True
traffic_source_campaign_name_1266,target_business_002,50,35,8,0.38116249310581773,0.2121286582057224,45.6142900474071,,,,,50,0.18222589790821075,True
traffic_source_campaign_name_1323,target_business_002,130,91,20,0.4581328800908206,0.11502642543392551,18.00234733795771,0.07828992768686617,12.671293028986128,0.08862554001975816,14.416818838160042,50,0.05273113027215004,True
traffic_source_campaign_name_1441,target_business_001,94,65,15,0.13925469256462936,0.18529052118850625,178.9316579022382,0.021359412704358816,19.33874882453029,0.020643279630296687,18.037594809792996,50,0.03134141489863396,True
traffic_source_campaign_name_1449,target_business_001,61,42,10,0.3527570704709384,0.264540324762048,51.620722722904475,0.22592546961258572,49.33909300264068,0.18568642107513714,38.15906857104452,50,0.039546411484479904,True
traffic_source_campaign_name_1556,target_business_002,52,36,9,0.39586875533551286,0.37635741222866875,93.91917805744639,0.0519239423467418,11.799211988468398,0.0519239423467418,11.799211988468398,50,0.09443190693855286,True
traffic_source_campaign_name_1581,target_business_004,48,33,8,0.35778323085758895,0.5729018399150061,175.09984058539607,,,,,50,0.07047998905181885,True
traffic_source_campaign_name_1616,target_business_001,47,32,8,0.18951161396859417,0.021558761596679688,2.1558761596679688,,,,,50,0.17239362001419067,True
traffic_source_campaign_name_1685,target_business_005,63,44,10,0.31726540319267843,0.1736162377748379,91.38267272769949,0.022646849630503132,10.864988093801319,0.022646849630503132,10.864988093801319,50,0.054922692477703094,True
traffic_source_campaign_name_1714,target_business_004,46,32,8,0.49959553448499094,0.7842178017864284,176.7336619294588,,,,,50,0.06263743340969086,True
